Author,Additional Authors,Title,Year,Publication,Publisher,Media Format,Link,Region,Country,Language,Theme_1,Theme_2,Theme_3,Theme_4,Open Source?,other tags/notes
"Houndégla, Franck","Trouillet, Caroline","Liaisons Urbaines, ou révéler le génie des espaces publics des villes africaines",2016,Africultures,,Online Material,http://africultures.com/liaisons-urbaines-ou-reveler-le-genie-des-espaces-publics-des-villes-africaines-13644/,Africa,Multiple countries / Global,French,,"Culture, Placemaking, and Black Geographies",Public Space and Parks,,,Africa
Franck Houndégla,,Une économie du design en Afrique?,2006,Africultures,,Journal Article,https://www.cairn.info/revue-africultures-2006-4-page-100.htm,Africa,Multiple countries / Global,French,,Architecture and Urban Design,Public Space and Parks,,,Africa
"Houndégla, Franck",,L'immeuble mixte. Cas d'étude au Bénin,2014,Tranjectoires doctorales 2,,Journal Article,https://journals.openedition.org/crau/399,Africa,Bénin,French,,Architecture and Urban Design,Public Space and Parks,"Culture, Placemaking, and Black Geographies",,
"Diébédo Kéré, Francis","Houndégla, Franck",Francis Diébédo Kéré: ''Les grandes traditions architecturales africaines ne sont pas valorisées et enseignées'',2010,Africultures,,Online Material,http://africultures.com/francis-diebedo-kere-les-grandes-traditions-architecturales-africaines-ne-sont-pas-valorisees-et-enseignees-9667/,Africa,Multiple countries / Global,French,"Politics of Land, Property, and Colonialism",Architecture and Urban Design,"Sustainability, Environment, and Health","Culture, Placemaking, and Black Geographies",,Africa
"Yayi, Abiola",,Quel aménagement urbain pour les villes africaines?,2013,AFRIKarchi Magazine,,Journal Article,https://issuu.com/archibenin/docs/afrikarchi_magazine__2_v4_final,Africa,Multiple countries within one region,French,,Architecture and Urban Design,Urban History,"Sustainability, Environment, and Health",,
"Atoke, Romarick",,À quand des contrats africains?,2014,AFRIKArchi,,Journal Article,https://issuu.com/archibenin/docs/afrikarchi_magazine__2_v4_final,Africa,Multiple countries within one region,French,Development and Gentrification,Architecture and Urban Design,Municipal Policy and Governance,"Sustainability, Environment, and Health",,
"Atoke, Romarick",,Saint Denis Ville Plurielle,2014,,École Nationale Supérieure d'Architecture de Paris: La Villette (UP6),Book - Entire,https://issuu.com/atoke/docs/saint_denis_ville_plurielle,Europe,France,French,,,Community Organizing and Citizen Participation,Public Space and Parks,,
"Atoke, Romarick",,Analyse urbaine de la ville de Cotonou,2013,,Global Archiconsult,Report,https://issuu.com/atoke/docs/analyse_urbaine_de_cotonou,Africa,Bénin,French,Municipal Policy and Governance,"Politics of Land, Property, and Colonialism",Urban History,"Sustainability, Environment, and Health",,
"Atoke, Romarick",,Quel cadre de vie pour les Africains du XXIe siècles?,2019,,TEDx Talks,Video,https://www.youtube.com/watch?v=d3LBCGf7rNI,Africa,Multiple countries within one region,French,,Architecture and Urban Design,"Sustainability, Environment, and Health",,,
"Atoke, Romarick",,Pratique et enseignement de l'architecture et de l'urbanisme en Afrique: agir face à ce grand défi,2015,AFRIKArchi,,Journal Article,https://issuu.com/archibenin/docs/afrikarchi_magazine__4,Africa,Multiple countries within one region,French,,Architecture and Urban Design,Black Perspectives on Planning Practice and Education,Urban History,,
"Rafidinarivo, Christiane",,"Zoma, marchés de Madagascar",2003,Africultures,,Journal Article,http://africultures.com/zoma-marches-de-madagascar-2976/,Africa,Madagascar,French,,,Public Space and Parks,Urban History,,
"Keldi, Mahmouf","Avignong, Christine",'L'architecture est avant tout une démarche politique'' entretien de Christine Avignon avec Mahmoud Keldi,2007,Africultures,,Journal Article,http://africultures.com/larchitecture-est-avant-tout-une-demarche-politique-5906/,Africa,Multiple countries within one region,French,,Architecture and Urban Design,Black Perspectives on Planning Practice and Education,Urban History,,
"Tchotsoua, Michel",,Dynamique informelle de l'espace urbain en milieu tropical humide: le cas de la ville de Yaoundé,1994,Les Cahiers d'Outre-Mer,,Journal Article,https://www.persee.fr/doc/caoum_0373-5834_1994_num_47_185_3508,Africa,Cameroun,French,,Development and Gentrification,"Sustainability, Environment, and Health",Urban History,,
"Ollivier, Dominique","Naud, Élise et Grenier, Guy",Évolution et défis actuels de la participation publique en aménagement du territoire: l'expérience de l'Office de consultation publique de Montréal (OCPM),2019,L'aménagement durable du territoire et la particiption citoyenne: une relation à penser,,Journal Article,https://www.erudit.org/fr/revues/cgq/2018-v62-n175-cgq04385/1057081ar/,North America,Canada,French,,Community Organizing and Citizen Participation,Municipal Policy and Governance,Urban History,,
"Alcindor, Maryse","Émond, Ariane; Gold, Judy; El-Hage, Habib; Thuot, Jean-François; Marais, Patrick; Pompilus-Touré, Youla; Tchinda Kenfo, Joseph; Yanouri, Mohamed-Ali",Racisme et discrimination systémiques dans les compétences de la Ville de Montréal,2020,,Office de consultation publique de Montréal,Report,https://ocpm.qc.ca/sites/ocpm.qc.ca/files/pdf/P99/rapport-reds.pdf,North America,Canada,French,,Community Organizing and Citizen Participation,"Crime, Policing, and Surveillance",Racial and Social Justice,,
"Désir, Harlem",,SOS Désirs,1987,,Calmann-Lévy,Book - Entire,https://www.leslibraires.fr/livre/941069-sos-desirs-sos-racisme-touche-pas-a-mon-pote-calmann-levy-reedition-numerique-fenixx,Europe,France,French,,"Crime, Policing, and Surveillance",Segregation and Redlining,Urban History,,
"Chatelier, Murielle",,Y a-t-il des ghettos à Montréal,2015,La Presse,,News Article,https://www.lapresse.ca/debats/votre-opinion/201502/27/01-4848112-y-a-t-il-des-ghettos-a-montreal.php,North America,Canada,French,,,Segregation and Redlining,Urban History,,
"Prosper, Will","Hébert Guillaume; Mustapha, Nargess; Mansour, Wissam","Hoodstock à Montréal-Nord, un carburant pour le socialisme?",2019,CAhiers du socialisme,,Journal Article,https://www.cahiersdusocialisme.org/hoodstock-a-montreal-nord-un-carburant-pour-le-socialisme/,North America,Canada,French,Community Organizing and Citizen Participation,"Crime, Policing, and Surveillance",Municipal Policy and Governance,Racial and Social Justice,,
"Robert, Mireille-Tsheuse",,Décoloniser l'espace public pour lutter contre le racisme,2018,Le Soir,,Journal Article,https://plus.lesoir.be/187413/article/2018-11-02/decoloniser-lespace-public-pour-lutter-contre-le-racisme?referer=%2Farchives%2Frecherche%3Fdatefilter%3Dlastyear%26sort%3Ddate%2Bdesc%26start%3D20%26word%3D%252Bcongo%2B%252Bcolonisation%22,Europe,Belgique,French,Urban History,Public Space and Parks,Municipal Policy and Governance,Racial and Social Justice,,
"Stuljens, Eléonore","Ngalula, Stéphanie",Penser le vécu des femmes racisées dans l'espace public,2019,Analyse,Femmes Prévoyantes Socialistes,Report,http://www.femmesprevoyantes.be/wp-content/uploads/2019/09/Analyse2019-Femmes-racisees-espace-public.pdf,Europe,Belgique,French,,Public Space and Parks,Community Organizing and Citizen Participation,,,
"Capo Chichi, Sandro",,"Julian Abele, l'architecte noir concepteur de certains grands monuments US",2017,Nofi,,Journal Article,https://www.nofi.media/2017/09/julian-abele/43215,Global,Global,French,,Architecture and Urban Design,Urban History,,,
"Capo Chichi, Sandro",,Lorsqu'un Noir africain reconstruisait la Kaaba à la Mecque,2019,Nofi,,News Article,https://www.nofi.media/2019/07/noir-africain-reconstruction-kaaba/66517,Global,Global,French,,Architecture and Urban Design,Urban History,,,
"Soiresse Njall, Kalvin","Hoessen, Soetking; Sabbe, Hilde; Agic, Leila; Bomele, Nicole Nketo; Vanhengel, Guy; Austraet, Victoria",PROPOSITION DE RÉSOLUTION relative èa la décolonisation structurelle et inclusive de l'espace public bruxellois,2020,,Parlement Bruxellois,Multimedia / Other,http://weblex.irisnet.be/data/crb/doc/2019-20/139412/images.pdf,Europe,Belgique,French,Racial and Social Justice,Public Space and Parks,,,,
"Sokhona, Sidney",,Nationalité Immigré,1975,,,Video,https://vimeo.com/ondemand/sokhona,Europe,France,French,,Community Organizing and Citizen Participation,"Politics of Land, Property, and Colonialism",Public Housing and Cooperatives,,
"Akingbade, Ayo",,Street 66,2018,,,Video,https://vimeo.com/465545733,Europe,England,English,Development and Gentrification,Community Organizing and Citizen Participation,Municipal Policy and Governance,Public Housing and Cooperatives,,
"Harris, Christopher",,still/here,2000,,,Video,,North America,United States,English,Racial and Social Justice,Development and Gentrification,"Culture, Placemaking, and Black Geographies",Segregation and Redlining,,
"Lens, Michael C.",,The Limits of Housing Investment as a Neighborhood Revitalization Tool: Crime in New York City,2013,Journal of the American Planning Association,,Journal Article,https://luskin.ucla.edu/sites/default/files/J5_JAPA_2013.pdf,North America,United States,English,,Development and Gentrification,Public Housing and Cooperatives,"Crime, Policing, and Surveillance",,
"Daniels, Kwesi",,The Community as Classroom,2013,,TedXSIPA,Video,https://www.youtube.com/watch?v=R-WnwKrMLEU,North America,United States,English,Community Organizing and Citizen Participation,,,,,
